"prior","output"
"lol i m","just"
"lol i might","go"
"lol i really","don"
"lol i was","going"
"lol i won","t"
"lol if you","re"
"lol it s","ok"
"lol j /","k"
"lol let me","know"
"lol nah not","really"
"lol oh it","s"
"lol on my","way"
"lol rt i","need"
"lol some people","need"
"lol sounds like","fun"
"lol thanks for","following"
"lol that s","funny"
"lol trying to","get"
"lol well i","m"
"lol what s","good"
"lol yes i","m"
"lol you can","t"
"lol you re","welcome"
"loll i don","t"
"london apartment on","aug"
"london during the","games"
"london you can","t"
"long and it","s"
"long and short","term"
"long as he","s"
"long as i","can"
"long as it","s"
"long as the","weather"
"long as there","s"
"long as they","re"
"long as you","re"
"long before i","got"
"long but that","s"
"long day at","work"
"long day it","s"
"long day of","work"
"long did it","take"
"long does it","take"
"long enough to","get"
"long i can","t"
"long i don","t"
"long i m","going"
"long island iced","teas"
"long period of","time"
"long periods of","time"
"long remember this","championship"
"long since i","ve"
"long since my","last"
"long term care","insurance"
"long term economic","growth"
"long term interest","rates"
"long time he","said"
"long time i","m"
"long time it","s"
"long time no","see"
"long time to","build"
"long to get","back"
"long way to","go"
"long weekend that","s"
"long will it","take"
"long yep that","s"
"longer period of","time"
"longer than the","current"
"longer than three","hours"
"look a bit","like"
"look a lot","like"
"look at her","butt"
"look at me","look"
"look at my","last"
"look at the","number"
"look at these","things"
"look at what","can"
"look at your","best"
"look back and","think"
"look for a","job"
"look forward to","seeing"
"look i just","love"
"look in his","eyes"
"look in the","mirror"
"look into their","eyes"
"look like a","model"
"look like an","idiot"
"look like i","m"
"look like the","best"
"look like they","re"
"look like you","re"
"look of the","space"
"look on her","face"
"look on his","face"
"look on my","face"
"look on the","bright"
"look on their","faces"
"look out the","window"
"look over my","speech"
"look the other","way"
"look up and","see"
"looked at me","like"
"looked at the","clock"
"looked in the","mirror"
"lookin in the","mirror"
"looking at the","moon"
"looking at those","photos"
"looking back it","s"
"looking for a","new"
"looking for an","excuse"
"looking for creative","ideas"
"looking for guest","bloggers"
"looking for more","ways"
"looking for some","good"
"looking for the","next"
"looking forward to","seeing"
"looking fwd to","seeing"
"looking good so","far"
"looking in the","mirror"
"looking out the","window"
"looking over their","shoulder"
"looks and acts","like"
"looks at me","like"
"looks forward to","meeting"
"looks like a","great"
"looks like he","s"
"looks like i","m"
"looks like it","s"
"looks like the","guy"
"looks like there","s"
"looks like they","re"
"looks like we","re"
"looks like work","thomas"
"looks like you","re"
"looks so much","like"
"lorain county community","college"
"lord and he","will"
"lord and savior","jesus"
"lord does not","bodily"
"lord is a","strong"
"lord of the","rings"
"lord son of","david"
"los angeles community","college"
"los angeles county","s"
"los angeles international","airport"
"los angeles memorial","coliseum"
"los angeles police","department"
"los angeles unified","school"
"lose a few","pounds"
"lose up to","18"
"lose weight and","gain"
"losing streak to","four"
"loss of the","season"
"loss to kansas","city"
"loss to the","government"
"losses on real","estate"
"lost acres fire","department"
"lost and you","re"
"lost control and","crashed"
"lost for the","season"
"lost i don","t"
"lost on the","way"
"lost someone they","loved"
"lost the first","game"
"lost track of","time"
"lot about my","personal"
"lot but i","don"
"lot more to","come"
"lot of black","people"
"lot of blood","sweat"
"lot of different","people"
"lot of football","games"
"lot of free","time"
"lot of getting","used"
"lot of great","things"
"lot of hard","work"
"lot of my","work"
"lot of other","people"
"lot of people","don"
"lot of quality","time"
"lot of really","interesting"
"lot of the","stuff"
"lot of them","will"
"lot of these","individuals"
"lot of things","go"
"lot of time","thinking"
"lot s of","good"
"lot to be","said"
"lots of good","stuff"
"lots of great","people"
"lots of new","people"
"lots to do","tonight"
"loud & incredibly","close"
"loud gala &","auction"
"louis and kansas","city"
"louis county circuit","court"
"louis county executive","charlie"
"louis county police","chief"
"love / hate","relationship"
"love < 3","xx"
"love and don","t"
"love and i","love"
"love and other","drugs"
"love are you","going"
"love at first","sight"
"love being a","part"
"love can t","wait"
"love em love","em"
"love her <","3"
"love her so","much"
"love him so","much"
"love him to","death"
"love how he","always"
"love how it","turned"
"love i don","t"
"love i just","want"
"love i ve","seen"
"love in the","meantime"
"love is a","beautiful"
"love it <","3"
"love it and","will"
"love it as","much"
"love it doesn","t"
"love it don","t"
"love it i","m"
"love it if","u"
"love it it","s"
"love it new","favorite"
"love it seems","like"
"love it so","much"
"love it that","much"
"love it we","hope"
"love it what","s"
"love it when","people"
"love it you","can"
"love love love","love"
"love love my","new"
"love love that","song"
"love making mix","cds"
"love me i","know"
"love me or","hate"
"love music i","love"
"love my best","friend"
"love not by","finding"
"love of all","things"
"love of god","please"
"love of her","life"
"love of my","life"
"love of the","game"
"love on the","rocks"
"love s /","o"
"love shoes what","s"
"love song in","arabic"
"love take you","higher"
"love that i","m"
"love that song","lol"
"love that you","love"
"love the iconic","boyz"
"love the new","pic"
"love them i","love"
"love them no","matter"
"love them so","much"
"love them ?","mother"
"love those random","memories"
"love to be","able"
"love to chat","sometime"
"love to have","another"
"love to help","people"
"love to see","people"
"love today love","today"
"love u <","3"
"love u jasmine","follow"
"love u so","much"
"love what you","ve"
"love when i","see"
"love when that","happens"
"love with my","new"
"love with the","idea"
"love with you","<"
"love with your","smile"
"love you <","3"
"love you a","lot"
"love you all","thx"
"love you and","will"
"love you babe","<"
"love you can","get"
"love you don","t"
"love you guys","<"
"love you happy","new"
"love you i","m"
"love you kidrauhl","swag"
"love you looks","like"
"love you more","<"
"love you please","follow"
"love you so","much"
"love you su","much"
"love you that","s"
"love you this","big"
"love you too","<"
"love you very","much"
"love you we","re"
"love your background","d"
"love yu no","matter"
"loved him so","much"
"loved it i","just"
"loved it it","s"
"loved it so","much"
"loved me so","much"
"loved the show","tonight"
"lovely happy new","year"
"loves me that","s"
"loves us and","wants"
"loves you elbert","hubbard"
"loves you so","much"
"loving someone so","much"
"loving the new","pic"
"lovz me he","lovz"
"low against the","dollar"
"low and middle","income"
"low as $","9"
"low clouds and","fog"
"low fat plant","based"
"low tolerance for","ignorance"
"lower health care","costs"
"lower north fork","fire"
"lower smartphone upgrade","costs"
"lower than the","national"
"lowers the mandatory","number"
"lowes and home","depot"
"lowest level in","two"
"lowest of the","low"
"lt gov lee","fisher"
"lucas and mexico","city"
"luck and don","t"
"luck in your","racquetball"
"luck of the","irish"
"luck to and","tonight"
"luck with the","new"
"luckily i ve","never"
"lucky enough to","find"
"lucky i don","t"
"lunch and dinner","daily"
"luther king jr","day"
"lydija alexeeva who","led"
"lying if i","said"
"lying on the","ground"
"lyme regis going","quackers"
"lyrics they re","just"
"lyrics to a","song"
"m & a","tip"
"m & m","s"
"m & t","bank"
"m 1 p","m"
"m 10 p","m"
"m 11 p","m"
"m 2 30","p"
"m 2 a","m"
"m 2 p","m"
"m 3 p","m"
"m 4 30","p"
"m 4 p","m"
"m 5 p","m"
"m 6 p","m"
"m 7 p","m"
"m 8 p","m"
"m 9 30","p"
"m 99 %","sure"
"m a 100","%"
"m a 6","year"
"m a big","fan"
"m a bit","worried"
"m a firm","believer"
"m a good","person"
"m a great","believer"
"m a hopeless","romantic"
"m a huge","fan"
"m a little","drunk"
"m a malcolm","x"
"m a mournful","rain"
"m a thousand","miles"
"m about to","go"
"m afraid i","m"
"m afraid it","will"
"m afraid to","go"
"m all the","way"
"m always a","little"
"m always the","one"
"m and 2","p"
"m ashamed to","say"
"m at a","loss"
"m at the","point"
"m battling a","heavy"
"m beginning to","feel"
"m big 10","network"
"m bout that","life"
"m bout to","go"
"m confident we","ll"
"m crossing my","fingers"
"m daily menu","service"
"m determined to","get"
"m doing i","m"
"m doing so","much"
"m doing something","wrong"
"m doing very","good"
"m down here","lol"
"m dying to","know"
"m excited to","see"
"m f *","cking"
"m faded faded","faded"
"m feb 22","$"
"m feeling a","little"
"m feeling pretty","good"
"m following the","next"
"m for more","information"
"m friday and","saturday"
"m from new","orleans"
"m getting my","degree"
"m glad he","s"
"m glad i","got"
"m glad it","s"
"m glad they","re"
"m glad to","hear"
"m glad you","re"
"m going i","m"
"m going to","try"
"m gonna be","pissed"
"m happy i","ve"
"m happy to","say"
"m having a","bad"
"m here for","ya"
"m hoping things","will"
"m in a","time"
"m in no","hurry"
"m in right","now"
"m in the","mood"
"m just a","little"
"m just getting","started"
"m just gonna","go"
"m just kidding","can"
"m just like","wow"
"m just not","sure"
"m just now","getting"
"m looking for","something"
"m love at","first"
"m monday friday","dinner"
"m monday through","friday"
"m monday thursday","5"
"m more than","happy"
"m new to","twitter"
"m not 100","%"
"m not a","fan"
"m not an","expert"
"m not at","school"
"m not dumb","enough"
"m not entirely","sure"
"m not even","sure"
"m not getting","sick"
"m not going","back"
"m not gonna","lie"
"m not just","saying"
"m not quite","sure"
"m not real","sure"
"m not really","sure"
"m not saying","don"
"m not so","sure"
"m not sure","anyone"
"m not taking","anything"
"m not that","brave"
"m not the","type"
"m off to","see"
"m on a","saturday"
"m on my","way"
"m on the","right"
"m on your","side"
"m out of","town"
"m out the","door"
"m out this","bitch"
"m p g","highway"
"m planning on","going"
"m probably a","little"
"m proud to","say"
"m ready for","spring"
"m ready to","go"
"m really looking","forward"
"m really not","sure"
"m sad to","see"
"m saturday and","sunday"
"m saturday april","28"
"m saturday at","st"
"m saying is","beast"
"m serious i","m"
"m smithsburg high","school"
"m so bored","thanks"
"m so fucking","bored"
"m so looking","forward"
"m sorry i","m"
"m sorry it","s"
"m sorry to","hear"
"m starting to","get"
"m still a","little"
"m still in","bed"
"m still not","sure"
"m such a","big"
"m sure he","ll"
"m sure i","ll"
"m sure it","s"
"m sure my","dad"
"m sure she","s"
"m sure that","s"
"m sure there","s"
"m sure they","re"
"m sure this","will"
